id,key,value,type
61322871,attribution,Office of Geographic and Environmental Information (MassGIS),regular
61322871,created_by,JOSM,regular
61322871,source,massgis_import_v0.1_20071008165629,regular
61322874,attribution,Office of Geographic and Environmental Information (MassGIS),regular
61322874,created_by,JOSM,regular
61322874,source,massgis_import_v0.1_20071008165629,regular
61322877,attribution,Office of Geographic and Environmental Information (MassGIS),regular
61322877,created_by,JOSM,regular
61322877,source,massgis_import_v0.1_20071008165629,regular
61322880,attribution,Office of Geographic and Environmental Information (MassGIS),regular
61322880,created_by,JOSM,regular
61322880,source,massgis_import_v0.1_20071008165629,regular
61322884,attribution,Office of Geographic and Environmental Information (MassGIS),regular
61322884,created_by,JOSM,regular
61322884,source,massgis_import_v0.1_20071008165629,regular
61322888,attribution,Office of Geographic and Environmental Information (MassGIS),regular
61322888,created_by,JOSM,regular
61322888,source,massgis_import_v0.1_20071008165629,regular
61322898,attribution,Office of Geographic and Environmental Information (MassGIS),regular
61322898,created_by,JOSM,regular
61322898,source,massgis_import_v0.1_20071008165629,regular
61322905,attribution,Office of Geographic and Environmental Information (MassGIS),regular
61322905,created_by,JOSM,regular
61322905,source,massgis_import_v0.1_20071008165629,regular
61323021,attribution,Office of Geographic and Environmental Information (MassGIS),regular
61323021,created_by,JOSM,regular
61323021,source,massgis_import_v0.1_20071008165629,regular
61323022,attribution,Office of Geographic and Environmental Information (MassGIS),regular
61323022,highway,traffic_signals,regular
61323022,source,massgis_import_v0.1_20071008165629,regular
61323024,attribution,Office of Geographic and Environmental Information (MassGIS),regular
61323024,created_by,JOSM,regular
61323024,source,massgis_import_v0.1_20071008165629,regular
61323026,attribution,Office of Geographic and Environmental Information (MassGIS),regular
61323026,created_by,JOSM,regular
61323026,source,massgis_import_v0.1_20071008165629,regular
61323032,attribution,Office of Geographic and Environmental Information (MassGIS),regular
61323032,highway,traffic_signals,regular
61323032,source,massgis_import_v0.1_20071008165629,regular
61323308,attribution,Office of Geographic and Environmental Information (MassGIS),regular
61323308,source,massgis_import_v0.1_20071008165629,regular
61323312,attribution,Office of Geographic and Environmental Information (MassGIS),regular
61323312,source,massgis_import_v0.1_20071008165629,regular
61323314,attribution,Office of Geographic and Environmental Information (MassGIS),regular
61323314,source,massgis_import_v0.1_20071008165629,regular
61323319,highway,traffic_signals,regular
61323378,attribution,Office of Geographic and Environmental Information (MassGIS),regular
61323378,source,massgis_import_v0.1_20071008165629,regular
61323382,attribution,Office of Geographic and Environmental Information (MassGIS),regular
61323382,highway,traffic_signals,regular
61323382,source,massgis_import_v0.1_20071008165629,regular
61323384,attribution,Office of Geographic and Environmental Information (MassGIS),regular
61323384,source,massgis_import_v0.1_20071008165629,regular
61323402,attribution,Office of Geographic and Environmental Information (MassGIS),regular
61323402,source,massgis_import_v0.1_20071008165629,regular
61323404,attribution,Office of Geographic and Environmental Information (MassGIS),regular
61323404,source,massgis_import_v0.1_20071008165629,regular
61323406,attribution,Office of Geographic and Environmental Information (MassGIS),regular
61323406,source,massgis_import_v0.1_20071008165629,regular
61323441,attribution,Office of Geographic and Environmental Information (MassGIS),regular
61323441,highway,traffic_signals,regular
61323441,source,massgis_import_v0.1_20071008165629,regular
61323449,attribution,Office of Geographic and Environmental Information (MassGIS),regular
61323449,source,massgis_import_v0.1_20071008165629,regular
61323451,attribution,Office of Geographic and Environmental Information (MassGIS),regular
61323451,source,massgis_import_v0.1_20071008165629,regular
61323453,attribution,Office of Geographic and Environmental Information (MassGIS),regular
61323453,source,massgis_import_v0.1_20071008165629,regular
61323454,attribution,Office of Geographic and Environmental Information (MassGIS),regular
61323454,source,massgis_import_v0.1_20071008165629,regular
61323750,highway,traffic_signals,regular
61323812,attribution,Office of Geographic and Environmental Information (MassGIS),regular
61323812,source,massgis_import_v0.1_20071008165629,regular
61323814,attribution,Office of Geographic and Environmental Information (MassGIS),regular
61323814,source,massgis_import_v0.1_20071008165629,regular
61323829,attribution,Office of Geographic and Environmental Information (MassGIS),regular
61323829,source,massgis_import_v0.1_20071008165629,regular
61323832,attribution,Office of Geographic and Environmental Information (MassGIS),regular
61323832,source,massgis_import_v0.1_20071008165629,regular
61323836,attribution,Office of Geographic and Environmental Information (MassGIS),regular
61323836,created_by,JOSM,regular
61323836,source,massgis_import_v0.1_20071008165629,regular
61323843,highway,traffic_signals,regular
61323849,attribution,Office of Geographic and Environmental Information (MassGIS),regular
61323849,source,massgis_import_v0.1_20071008165629,regular
61323890,highway,traffic_signals,regular
61323964,highway,traffic_signals,regular
61323968,highway,traffic_signals,regular
61323969,highway,traffic_signals,regular
61324170,crossing,traffic_signals,regular
61324170,highway,traffic_signals,regular
61324170,sound,yes,traffic_signals
61324245,attribution,Office of Geographic and Environmental Information (MassGIS),regular
61324245,source,massgis_import_v0.1_20071008165629,regular
61324372,highway,traffic_signals,regular
61324372,traffic_signals,blinker,regular
61324405,highway,turning_circle,regular
61324409,highway,traffic_signals,regular
61324466,highway,traffic_signals,regular
61324503,highway,traffic_signals,regular
61324518,crossing,traffic_signals,regular
61324518,highway,traffic_signals,regular
61324544,attribution,Office of Geographic and Environmental Information (MassGIS),regular
61324544,source,massgis_import_v0.1_20071008165629,regular
61324546,attribution,Office of Geographic and Environmental Information (MassGIS),regular
61324546,source,massgis_import_v0.1_20071008165629,regular
61324548,attribution,Office of Geographic and Environmental Information (MassGIS),regular
61324548,created_by,JOSM,regular
61324548,source,massgis_import_v0.1_20071008165629,regular
61324549,attribution,Office of Geographic and Environmental Information (MassGIS),regular
61324549,source,massgis_import_v0.1_20071008165629,regular
61324568,attribution,Office of Geographic and Environmental Information (MassGIS),regular
61324568,source,massgis_import_v0.1_20071008165629,regular
61324573,attribution,Office of Geographic and Environmental Information (MassGIS),regular
61324573,source,massgis_import_v0.1_20071008165629,regular
61324580,attribution,Office of Geographic and Environmental Information (MassGIS),regular
61324580,source,massgis_import_v0.1_20071008165629,regular
61324590,attribution,Office of Geographic and Environmental Information (MassGIS),regular
61324590,source,massgis_import_v0.1_20071008165629,regular
61324595,attribution,Office of Geographic and Environmental Information (MassGIS),regular
61324595,source,massgis_import_v0.1_20071008165629,regular
61324597,attribution,Office of Geographic and Environmental Information (MassGIS),regular
61324597,source,massgis_import_v0.1_20071008165629,regular
61324599,attribution,Office of Geographic and Environmental Information (MassGIS),regular
61324599,source,massgis_import_v0.1_20071008165629,regular
61324602,attribution,Office of Geographic and Environmental Information (MassGIS),regular
61324602,source,massgis_import_v0.1_20071008165629,regular
61324604,attribution,Office of Geographic and Environmental Information (MassGIS),regular
61324604,source,massgis_import_v0.1_20071008165629,regular
61324608,attribution,Office of Geographic and Environmental Information (MassGIS),regular
61324608,source,massgis_import_v0.1_20071008165629,regular
61324610,attribution,Office of Geographic and Environmental Information (MassGIS),regular
61324610,source,massgis_import_v0.1_20071008165629,regular
61324612,attribution,Office of Geographic and Environmental Information (MassGIS),regular
61324612,source,massgis_import_v0.1_20071008165629,regular
61324614,attribution,Office of Geographic and Environmental Information (MassGIS),regular
61324614,source,massgis_import_v0.1_20071008165629,regular
61324616,attribution,Office of Geographic and Environmental Information (MassGIS),regular
